,business_code,cust_number,name_customer,clear_date,buisness_year,document_create_date.1,due_in_date,invoice_currency,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,delay,notes
12,U001,0200769623,WAL-MAR foundation,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,32798.95,2020-02-27,NAH4,1930576897.0,1,,0-15days
13,U001,0200148860,DOLLA ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,80900.17,2020-02-27,NAA8,1930571504.0,1,,0-15days
14,U001,0200797452,US  llc,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,81965.66,2020-02-27,NAA8,1930572412.0,1,,0-15days
15,CA02,0140104229,A & W F foundation,2020-03-22,2020.0,2020-02-27,2020-03-16,CAD,307.53,2020-03-06,CA10,2960617143.0,1,,0-15days
16,U001,0200743592,PERFOR co,2020-03-19,2020.0,2020-02-27,2020-03-18,USD,15477.18,2020-02-27,NAD1,1930580748.0,1,,0-15days
17,U001,0200762301,C&S WH corp,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,1583.54,2020-02-27,NAC6,1930568876.0,1,,0-15days
18,U001,0200881076,ALBERT ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,17391.23,2020-02-27,NAA8,1930575226.0,1,,0-15days
19,U001,0200735528,ASSOCIA us,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,142592.31,2020-02-27,NAA8,1930566774.0,1,,0-15days
20,U001,0200712187,SPAR corporation,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,17430.25,2020-02-27,NAA8,1930578916.0,1,,0-15days
21,U001,0200705742,DOT corp,2020-04-01,2020.0,2020-02-27,2020-04-01,USD,54094.92,2020-02-27,NAAW,1930575220.0,1,,0-15days
22,U001,0200780383,MEIJ llc,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,50394.62,2020-02-27,NAA8,1930576891.0,1,,0-15days
23,U001,0200078795,H T H ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,18767.16,2020-02-27,NAA8,1930577065.0,1,,0-15days
24,U001,0200847305,CUSTOM ,2020-03-07,2020.0,2020-02-27,2020-03-08,USD,71826.75,2020-02-27,NA10,1930570551.0,1,,0-15days
25,U001,0200705742,DOT in,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,13764.3,2020-02-27,NAA8,1930580938.0,1,,0-15days
26,U001,0200769623,WAL-MAR corp,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,14641.26,2020-02-27,NAH4,1930571147.0,1,,0-15days
27,U001,0200705372,FR associates,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,94134.13,2020-02-27,NAA8,1930567039.0,1,,0-15days
28,U001,0200772595,SAFEW ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,1715.75,2020-02-27,NAA8,1930566314.0,1,,0-15days
29,U001,0200795490,HY -  ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,49125.51,2020-02-27,NAA8,1930575589.0,1,,0-15days
30,U001,0200762301,C&S WH ,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,21308.84,2020-02-27,NAC6,1930576545.0,1,,0-15days
31,U001,0200799367,MCL us,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,9975.34,2020-02-27,NAA8,1930549219.0,1,,0-15days
32,U001,0200799367,MCL ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,14530.62,2020-02-27,NAA8,1930564937.0,1,,0-15days
33,U001,0200152991,JET in,2020-03-19,2020.0,2020-02-27,2020-03-18,USD,251.06,2020-02-27,NAD1,1930579953.0,1,,0-15days
34,U001,0200705742,DOT us,2020-04-01,2020.0,2020-02-27,2020-04-01,USD,59098.46,2020-02-27,NAAW,1930576851.0,1,,0-15days
35,U001,0200148860,DOLLA trust,2020-05-04,2020.0,2020-02-27,2020-05-02,USD,1944.26,2020-02-27,NAGD,1930571507.0,1,,0-15days
36,U001,0200778355,US  associates,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,52828.1,2020-02-27,NAA8,1930577767.0,1,,0-15days
37,U001,0200769623,WAL-MAR ,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,1898.9,2020-02-27,NAH4,1930577110.0,1,,0-15days
38,U001,0200769623,WAL-MAR ,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,5709.11,2020-02-27,NAH4,1930576896.0,1,,0-15days
39,U001,0200780383,MEIJ in,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,132051.46,2020-02-27,NAA8,1930573786.0,1,,0-15days
40,U001,0200769623,WAL-MAR co,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,1322.22,2020-02-27,NAH4,1930576822.0,1,,0-15days
41,U001,0200769623,WAL-MAR associates,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,285.23,2020-02-27,NAH4,1930571320.0,1,,0-15days
42,U001,0200769623,WAL-MAR llc,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,5653.93,2020-02-27,NAH4,1930575199.0,1,,0-15days
43,CA02,0140106181,THE  corporation,2020-03-15,2020.0,2020-02-27,2020-03-08,CAD,4591.2,2020-02-27,CA10,2960617555.0,1,,0-15days
44,U001,0200762301,C&S WH ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,48693.34,2020-02-27,NAC6,1930577263.0,1,,0-15days
45,U001,0200769623,WAL-MAR foundation,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,65535.94,2020-02-27,NAH4,1930570176.0,1,,0-15days
46,U001,0200920735,ALBERT llc,2020-05-04,2020.0,2020-02-27,2020-05-02,USD,3723.28,2020-02-27,NAGD,1930576731.0,1,,0-15days
47,U001,0200779051,AFFILI ,2020-05-04,2020.0,2020-02-27,2020-05-02,USD,12788.58,2020-02-27,NAGD,1930580743.0,1,,0-15days
48,U001,0200793568,SUPE corp,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,20887.88,2020-02-27,NAA8,1930580655.0,1,,0-15days
49,U001,0200434439,BAUGH SU corp,2020-03-19,2020.0,2020-02-27,2020-03-18,USD,7862.4,2020-02-27,NAD1,1930576089.0,1,,0-15days
50,U001,0200752607,IRA HI foundation,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,35456.21,2020-02-27,NAA8,1930571564.0,1,,0-15days
51,U001,0200769623,WAL-MAR associates,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,60792.77,2020-02-27,NAH4,1930570679.0,1,,0-15days
52,U001,0200705742,DOT associates,2020-03-29,2020.0,2020-02-27,2020-03-30,USD,23119.05,2020-02-27,NA32,1930578975.0,1,,0-15days
53,U001,0200769623,WAL-MAR co,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,21391.68,2020-02-27,NAH4,1930576819.0,1,,0-15days
54,U001,0200956366,RICH ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,52236.29,2020-02-27,NAA8,1930563442.0,1,,0-15days
55,U001,0200148860,DOLLA systems,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,14185.27,2020-02-27,NAA8,1930576133.0,1,,0-15days
56,U001,0200726979,BJ'S  corporation,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,1095.64,2020-02-27,NAA8,1930571575.0,1,,0-15days
57,U001,0200769623,WAL-MAR systems,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,73306.4,2020-02-27,NAH4,1930577175.0,1,,0-15days
58,U001,0200965912,C&S W ,2020-05-04,2020.0,2020-02-27,2020-05-02,USD,5307.37,2020-02-27,NAGD,1930581166.0,1,,0-15days
59,U001,0200769623,WAL-MAR in,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,3512.12,2020-02-27,NAH4,1930579964.0,1,,0-15days
60,U001,0200764795,SYSCO  corporation,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,4798.24,2020-02-27,NAA8,1930566994.0,1,,0-15days
61,U001,0200769623,WAL-MAR trust,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,177.78,2020-02-27,NAH4,1930571126.0,1,,0-15days
62,U001,0200769623,WAL-MAR co,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,632.1,2020-02-27,NAH4,1930571516.0,1,,0-15days
63,U013,0100048689,UNISUP foundation,2020-04-04,2020.0,2020-02-27,2020-03-28,USD,33965.02,2020-02-27,NAVE,1991839870.0,1,,0-15days
64,U001,0200337148,COAS corp,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,23730.74,2020-02-27,NAA8,1930571877.0,1,,0-15days
65,CA02,0100034821,17135 llc,2020-03-19,2020.0,2020-02-27,2020-03-09,CAD,28956.0,2020-02-28,CA10,2960613756.0,1,,0-15days
66,U001,0200974851,RESTA in,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,174.72,2020-02-27,NAA8,1930578789.0,1,,0-15days
67,U001,0200720238,WOODM ,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,99506.9,2020-02-27,NAA8,1930570415.0,1,,0-15days
68,U001,0200769623,WAL-MAR ,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,15590.05,2020-02-27,NAH4,1930572427.0,1,,0-15days
69,U001,0200759878,SA associates,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,14070.44,2020-02-27,NAH4,1930575260.0,1,,0-15days
70,CA02,0140104423,METRO  in,2020-03-14,2020.0,2020-02-27,2020-03-08,CAD,71183.82,2020-02-27,CA10,2960616661.0,1,,0-15days
71,U001,0200769623,WAL-MAR trust,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,4644.04,2020-02-27,NAH4,1930570730.0,1,,0-15days
72,U013,CC6000,HEINZ ,2020-04-29,2020.0,2020-02-27,2020-04-12,USD,14172.18,2020-02-27,NAVF,1991839865.0,1,,16-30days
73,U001,0200726979,BJ'S  trust,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,682.43,2020-02-27,NAA8,1930573677.0,1,,0-15days
74,U001,0200769623,WAL-MAR co,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,28644.67,2020-02-27,NAH4,1930581139.0,1,,0-15days
75,U001,0200783189,PERFOR trust,2020-03-29,2020.0,2020-02-27,2020-03-30,USD,45802.38,2020-02-27,NA32,1930567129.0,1,,0-15days
76,U001,0200769623,WAL-MAR systems,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,51765.55,2020-02-27,NAH4,1930576930.0,1,,0-15days
77,U001,0200769623,WAL-MAR llc,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,40224.4,2020-02-27,NAH4,1930575216.0,1,,0-15days
78,U001,0100008001,ANHA us,2020-03-22,2020.0,2020-02-27,2020-03-13,USD,22288.14,2020-02-27,NAA8,1930565999.0,1,,0-15days
79,U001,0200865666,RESTAU corporation,2020-03-19,2020.0,2020-02-27,2020-03-18,USD,496.73,2020-02-27,NAD1,1930578757.0,1,,0-15days
80,U001,0200772670,ASSOCIAT associates,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,128092.47,2020-02-27,NAU5,1930578886.0,1,,0-15days
81,U001,0200769623,WAL-MAR in,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,17607.03,2020-02-27,NAH4,1930571215.0,1,,0-15days
82,U001,0200705742,DOT llc,2020-04-01,2020.0,2020-02-27,2020-04-01,USD,2974.22,2020-02-27,NAAW,1930575801.0,1,,0-15days
83,CA02,0140104423,METRO  corp,2020-03-14,2020.0,2020-02-27,2020-03-08,CAD,60604.18,2020-02-27,CA10,2960617304.0,1,,0-15days
84,U001,0200781831,RITE in,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,108187.78,2020-02-27,NAA8,1930580472.0,1,,0-15days
85,U001,0200769623,WAL-MAR corporation,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,54165.47,2020-02-27,NAH4,1930566246.0,1,,0-15days
86,U001,0200739534,OK llc,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,33318.45,2020-02-27,NAA8,1930578986.0,1,,0-15days
87,U001,0200769623,WAL-MAR systems,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,1898.2,2020-02-27,NAH4,1930570363.0,1,,0-15days
88,U001,0200229974,DARDEN D trust,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,15232.14,2020-02-27,NAA8,1930573693.0,1,,0-15days
89,U001,0200705742,DOT co,2020-03-29,2020.0,2020-02-27,2020-03-30,USD,14465.24,2020-02-27,NA32,1930578108.0,1,,0-15days
90,U001,0200769623,WAL-MAR corp,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,19.96,2020-02-27,NAH4,1930571123.0,1,,0-15days
91,U001,0200732755,KROGER llc,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,14780.25,2020-02-27,NAA8,1930576541.0,1,,0-15days
92,U001,0200772595,SAFEW corp,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,20150.37,2020-02-27,NAA8,1930572650.0,1,,0-15days
93,U001,0200096390,D systems,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,40215.45,2020-02-27,NAA8,1930575432.0,1,,0-15days
94,U001,0200792734,MDV/ co,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,23798.76,2020-02-27,NAA8,1930577258.0,1,,0-15days
95,CA02,0140105686,SYSC us,2020-03-21,2020.0,2020-02-27,2020-03-15,CAD,65807.88,2020-03-05,CA10,2960617547.0,1,,0-15days
96,U001,0200769369,DI foundation,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,925.55,2020-02-27,NAA8,1930573655.0,1,,0-15days
97,U001,0200761734,H E BUT ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,43708.67,2020-02-27,NAA8,1930573495.0,1,,0-15days
98,U001,0200778870,C corp,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,117550.74,2020-02-27,NAA8,1930577025.0,1,,0-15days
99,U001,0200738884,US  systems,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,11622.94,2020-02-27,NAA8,1930560494.0,1,,0-15days
100,U001,0200769623,WAL-MAR trust,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,14617.65,2020-02-27,NAH4,1930571712.0,1,,0-15days
101,U001,0200799367,MCL ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,29744.45,2020-02-27,NAA8,1930564667.0,1,,0-15days
102,U013,0100055606,ALVARE associates,2020-04-04,2020.0,2020-02-27,2020-03-28,USD,23552.28,2020-02-27,NAVE,1991839927.0,1,,0-15days
103,U001,CCU013,KRAFT F associates,2020-03-19,2020.0,2020-02-27,2020-02-27,USD,14360.96,2020-02-27,NAX2,1930570342.0,1,,16-30days
104,U001,0200769623,WAL-MAR us,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,66980.8,2020-02-27,NAH4,1930558885.0,1,,0-15days
105,U001,0200762301,C&S WH in,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,20445.58,2020-02-27,NAC6,1930570331.0,1,,0-15days
106,U001,0200769623,WAL-MAR systems,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,755.96,2020-02-27,NAH4,1930580740.0,1,,0-15days
107,U001,0200707822,PUBLI trust,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,52501.47,2020-02-27,NAA8,1930580455.0,1,,0-15days
108,U001,0200397176,PEAC systems,2020-03-19,2020.0,2020-02-27,2020-03-18,USD,10770.76,2020-02-27,NAD1,1930565118.0,1,,0-15days
109,U001,0200780383,MEIJ corp,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,42871.96,2020-02-27,NAA8,1930571598.0,1,,0-15days
110,U001,0200936373,SUPE in,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,87234.68,2020-02-27,NAA8,1930567718.0,1,,0-15days
111,U001,0200466603,SMITH'S in,2020-05-04,2020.0,2020-02-27,2020-05-02,USD,5868.64,2020-02-27,NAGD,1930576279.0,1,,0-15days
112,U001,0200714710,SYSCO  systems,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,745.08,2020-02-27,NAA8,1930580209.0,1,,0-15days
113,U001,0200763814,SYSCO F ,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,7975.25,2020-02-27,NAA8,1930579042.0,1,,0-15days
114,U001,100058003,ING corp,2020-04-07,2020.0,2020-02-27,2020-03-30,USD,2302.48,2020-02-27,NA32,1930576965.0,1,,0-15days
115,U001,0200148860,DOLLA associates,2020-05-04,2020.0,2020-02-27,2020-05-02,USD,3273.67,2020-02-27,NAGD,1930577306.0,1,,0-15days
116,U001,0200769623,WAL-MAR us,2020-03-14,2020.0,2020-02-27,2020-03-13,USD,68963.57,2020-02-27,NAH4,1930577911.0,1,,0-15days
117,CA02,0140104429,COSTCO trust,2020-03-15,2020.0,2020-02-27,2020-03-09,CAD,29155.67,2020-02-28,CA10,2960617058.0,1,,0-15days
118,U001,0200723794,MID MO ,2020-03-12,2020.0,2020-02-27,2020-03-13,USD,140616.72,2020-02-27,NAA8,1930576253.0,1,,0-15days
119,U001,0200726979,BJ'S  systems,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,333.59,2020-02-27,NAA8,1930577616.0,1,,0-15days
120,U001,0200772595,SAFEW associates,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,58239.2,2020-02-27,NAA8,1930568947.0,1,,0-15days
121,U001,0200769623,WAL-MAR trust,2020-03-15,2020.0,2020-02-27,2020-03-13,USD,1329.23,2020-02-27,NAH4,1930567467.0,1,,0-15days
122,U001,0200152991,JET ,2020-03-29,2020.0,2020-02-27,2020-03-30,USD,18859.5,2020-02-27,NA32,1930556052.0,1,,0-15days
123,U001,0200455322,PEA systems,2020-03-29,2020.0,2020-02-27,2020-03-28,USD,51985.66,2020-02-27,NAD5,1930572325.0,1,,0-15days
124,U001,0200794332,COST associates,2020-03-13,2020.0,2020-02-27,2020-03-13,USD,15220.82,2020-02-27,NAAX,1930570091.0,1,,0-15days
125,CA02,0140104225,SAVE-ON- co,2020-03-15,2020.0,2020-02-27,2020-03-09,CAD,117445.82,2020-02-28,CA10,2960617150.0,1,,0-15days
126,U001,0200726979,BJ'S  systems,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,130.75,2020-02-28,NAA8,1930579094.0,1,,0-15days
127,U001,0200769623,WAL-MAR in,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,7248.72,2020-02-28,NAH4,1930577860.0,1,,0-15days
128,U001,0200769623,WAL-MAR co,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,20346.92,2020-02-28,NAH4,1930579064.0,1,,0-15days
129,U001,0200794332,COST us,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,2299.48,2020-02-28,NAAX,1930580765.0,1,,0-15days
130,U001,0200275115,SHAWS  corp,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,18849.87,2020-02-28,NAA8,1930580923.0,1,,0-15days
131,U013,0140103470,D'ALB systems,2020-04-02,2020.0,2020-02-28,2020-03-29,USD,42505.08,2020-02-28,NAVE,1991839877.0,1,,0-15days
132,U001,0200769623,WAL-MAR trust,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,1322.22,2020-02-28,NAH4,1930581161.0,1,,0-15days
133,U001,0200794332,COST in,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,14390.59,2020-02-28,NAAX,1930576832.0,1,,0-15days
134,U001,0200780825,SYSCO FO co,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,31944.04,2020-02-28,NAA8,1930579998.0,1,,0-15days
135,U001,0200126819,MCLANE foundation,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,19648.08,2020-02-28,NAA8,1930581534.0,1,,0-15days
136,U001,0200704858,WAKE trust,2020-03-13,2020.0,2020-02-28,2020-03-14,USD,87961.6,2020-02-28,NAA8,1930576903.0,1,,0-15days
137,U001,0200781803,JRD ,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,33393.44,2020-02-28,NAA8,1930580615.0,1,,0-15days
138,U001,0200769623,WAL-MAR corp,2020-03-15,2020.0,2020-02-28,2020-03-14,USD,67561.77,2020-02-28,NAH4,1930581069.0,1,,0-15days
139,CA02,0100034821,17135 foundation,2020-03-22,2020.0,2020-02-28,2020-03-12,CAD,19957.75,2020-03-02,CA10,2960617754.0,1,,0-15days
140,U001,0200152991,JET llc,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,8247.88,2020-02-28,NAA8,1930580337.0,1,,0-15days
141,U001,0200769623,WAL-MAR in,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,19539.33,2020-02-28,NAH4,1930581240.0,1,,0-15days
142,U001,0200769623,WAL-MAR us,2020-03-15,2020.0,2020-02-28,2020-03-14,USD,42400.19,2020-02-28,NAH4,1930581654.0,1,,0-15days
143,U001,0200762301,C&S WH co,2020-05-05,2020.0,2020-02-28,2020-05-03,USD,5080.55,2020-02-28,NAGD,1930576475.0,1,,0-15days
144,U001,0200769623,WAL-MAR trust,2020-03-15,2020.0,2020-02-28,2020-03-14,USD,44678.56,2020-02-28,NAH4,1930570932.0,1,,0-15days
145,U001,0200752302,KROGER foundation,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,2382.55,2020-02-28,NAA8,1930581674.0,1,,0-15days
146,U001,0200769623,WAL-MAR associates,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,31431.46,2020-02-28,NAH4,1930581285.0,1,,0-15days
147,U001,0200794332,COST corp,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,1501.27,2020-02-28,NAAX,1930571904.0,1,,0-15days
148,U001,0200775660,EB foundation,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,430.27,2020-02-28,NAA8,1930581475.0,1,,0-15days
149,U001,0200761734,H E BUT us,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,16365.89,2020-02-28,NAA8,1930571921.0,1,,0-15days
150,U001,0200956366,RICH associates,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,52315.56,2020-02-28,NAA8,1930573569.0,1,,0-15days
151,U001,0200704858,WAKE trust,2020-03-13,2020.0,2020-02-28,2020-03-14,USD,70371.06,2020-02-28,NAA8,1930577747.0,1,,0-15days
152,U001,0200769623,WAL-MAR corp,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,7589.54,2020-02-28,NAH4,1930567554.0,1,,0-15days
153,U001,0200744019,TARG foundation,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,21727.98,2020-02-28,NAA8,1930578694.0,1,,0-15days
154,U001,0200759878,SA us,2020-03-15,2020.0,2020-02-28,2020-03-14,USD,38723.67,2020-02-28,NAH4,1930571239.0,1,,0-15days
155,U001,0200761734,H E BUT ,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,15311.86,2020-02-28,NAA8,1930571864.0,1,,0-15days
156,U001,0200706844,WINC co,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,8929.14,2020-02-28,NAA8,1930571343.0,1,,0-15days
157,U001,CCCA02,KRAFT  corp,2020-04-23,2020.0,2020-02-28,2020-04-03,USD,26448.0,2020-02-28,NAG2,1930576412.0,1,,16-30days
158,U001,0100043936,PAPA JO llc,2020-03-17,2020.0,2020-02-28,2020-03-09,USD,15026.34,2020-02-28,NA10,1930581823.0,1,,0-15days
159,U001,0200794332,COST corp,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,3859.64,2020-02-28,NAAX,1930566539.0,1,,0-15days
160,U001,0200407025,ALBERT in,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,21001.9,2020-02-28,NAA8,1930575495.0,1,,0-15days
161,CA02,0140104340,COLABOR  us,2020-03-16,2020.0,2020-02-28,2020-03-10,CAD,6237.26,2020-02-29,CA10,2960617158.0,1,,0-15days
162,U001,0200759878,SA us,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,14142.38,2020-02-28,NAH4,1930570862.0,1,,0-15days
163,U001,0200769623,WAL-MAR foundation,2020-03-16,2020.0,2020-02-28,2020-03-14,USD,16701.65,2020-02-28,NAH4,1930572047.0,1,,0-15days
164,CA02,0140104440,SO systems,2020-03-19,2020.0,2020-02-28,2020-03-14,CAD,240706.41,2020-03-04,CA10,2960617199.0,1,,0-15days
165,U001,0100031704,DELHAIZE co,2020-03-22,2020.0,2020-02-28,2020-03-14,USD,132418.07,2020-02-28,NAA8,1930577115.0,1,,0-15days
166,CA02,0140106316,ALI trust,2020-03-19,2020.0,2020-02-28,2020-03-13,CAD,17370.49,2020-03-03,CA10,2960616065.0,1,,0-15days
167,U001,0100037386,SOUTH  in,2020-03-17,2020.0,2020-02-28,2020-03-09,USD,20160.0,2020-02-28,NA10,1930581974.0,1,,0-15days
168,U001,0200396637,LAWL llc,2020-03-30,2020.0,2020-02-28,2020-03-29,USD,49983.12,2020-02-28,NAD5,1930572008.0,1,,0-15days
169,U001,0200759878,SA in,2020-03-15,2020.0,2020-02-28,2020-03-14,USD,45884.63,2020-02-28,NAH4,1930577966.0,1,,0-15days
170,U001,0200732755,KROGER llc,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,34760.79,2020-02-28,NAA8,1930580293.0,1,,0-15days
171,U013,CC6530,HEINZ ,2020-04-30,2020.0,2020-02-28,2020-04-13,USD,20470.59,2020-02-28,NAVF,1991838699.0,1,,16-30days
172,CA02,0140106408,WAL-M systems,2020-03-17,2020.0,2020-02-28,2020-03-10,CAD,2069.77,2020-02-29,CA10,2960617746.0,1,,0-15days
173,U001,0200721222,GO co,2020-03-14,2020.0,2020-02-28,2020-03-14,USD,59854.71,2020-02-28,NAA8,1930581903.0,1,,0-15days
174,U001,0200769623,WAL-MAR trust,2020-03-15,2020.0,2020-02-28,2020-03-14,USD,42555.67,2020-02-28,NAH4,1930580759.0,1,,0-15days
175,U001,0200769623,WAL-MAR corp,2020-05-05,2020.0,2020-02-28,2020-05-03,USD,206.05,2020-02-28,NAGD,1930580319.0,1,,0-15days
